,PhraseNo,Phrase,IsHateSpeech
1780,1781,"['Meka', 'magull', 'geyak', 'nema', 'badu', 'pott', 'ekak']",YES
1781,1782,"['Nodakin', 'lankawe', 'inna', 'hodama', 'wesiyo', 'taka']",YES
1783,1784,"['මේ', 'මොන', 'හුත්තක්ද', 'මේ', 'කොහෙවත්', 'යන', 'උන්ගෙ', 'wedding', 'එකක්', 'හින්දා', 'වස්තිලගෙ', 'video', 'එක', 'තාම', 'trending', '1', 'ඇවිල්ලා', 'නෑ', 'මේ', 'NOIZE', 'tv', 'එකට', 'ගොන්', 'බඩු', 'form', 'කරනව', 'ඇරෙන්න', 'වෙන', 'වැඩක්', 'නැද්ද', 'ඇත්තටම']",YES
1787,1788,"['Wadagath', 'news', 'tiyenawa', 'nam', 'dapan', 'mchan', 'me', 'wage', 'chater', 'ewa', 'noda']",YES
1789,1790,"['Munta', 'hikennama', 'Gahanna', 'Ona', 'Munthamai', 'Dan', 'hadena', 'lamai', 'narakkaranne']",YES
1790,1791,"['mun', 'badina', 'unta', 'harak', 'paiyyak', 'welala', 'puke', 'arinta', 'one', 'yako', 'mun', 'ganu', 'wage', 'inna', 'pirimi', 'yako']",YES
1791,1792,"['Lankawe', 'hodama', 'gone', 'badu', 'tikai', 'e', 'mada', 'inna', 'buruwo', 'tikai']",YES
1797,1798,"['Samanalayoi', 'ganikawoi', 'akata', 'akathu', 'wechcha', 'samajayak']",YES
1798,1799,"['Nodakin', 'kalakaniyo', 'ratama', 'kanaws', 'wesa', 'badu']",YES
1799,1800,"['Ganikawo', 'tika', 'eka', 'thenakata', 'set', 'wela', 'ganika', 'wedding', 'ekakata']",YES
1800,1801,"['Baduwak', 'bandagatthama', 'oka', 'wenawa', 'kiyala', 'amuthuwen', 'ugannanna', 'oneda', 'bn']",YES
1801,1802,"['mun', 'hari', 'asawen', 'inne', 'adagahapu', 'gaman', 'sari', 'galawanna', 'wesiyo']",YES
1802,1803,"['Meka', 'me', 'magulak', 'newe', 'kudu', 'badu', 'wesa', 'atal', '1k', 'iyaaaa', 'filt']",YES
1804,1805,"['raj', 'pakayata', 'hena', 'hatha', 'gahapan', 'kiyala', 'hithana', 'eun', 'me', 'comment', 'ekata', 'like', 'karanda']",YES
1805,1806,"['Api', 'punnci', 'rate', 'kare', 'ganikaveyo', 'kollani', 'prewesam', 'weyaw', 'tana', 'dekapennala', 'lannwenna', 'yanne', 'hukaala', 'aennwayau', 'kare', 'gahaganne', 'apa']",YES
1807,1808,"['melo', 'rahak', 'na', 'apita', 'adala', 'nane', 'anunge', 'reddawal']",YES
1808,1809,"['මේක', 'fill', 'T', 'ගේ', 'අලුත්', 'විඩියෝ', 'එකේ', 'සීන්', 'එක', 'නිකන්', 'ඉරාජ්', 'ගේ', 'මනමාලි', 'විඩියෝ', 'එක', 'එන්න', 'කලීන්', 'දාපූ', 'සීන්', 'එක', 'වගේ', 'මොනවා', 'උනත්', 'සූපා', 'Good', 'luck', 'iraj', 'and', 'fill', 'T']",YES
1809,1810,"['Matath', 'me', 'wedin', 'ekata', 'awanm', 'baduwak', 'gahanda', 'thibani']",YES
1810,1811,"['Mun', 'nam', 'patta', 'wesiyo', 'tikak', 'ai', 'mewata', 'wiruddawa', 'piyawarak', 'ganna', 'bari', 'mun', 'ganu', 'sanhayhiyatama', 'lajjawak', 'mulu', 'ratatama', 'pililayak']",YES
1812,1813,"['Salli', 'hoyaganda', 'hinda', 'karana', 'rangapamak', 'm', 'kawda', 'bn', 'naththang', 'msg', 'wala', 'screenshot', 'gahala', 'yourube', 'channel', 'walata', 'daaanne', 'Noize', 'tvth', 'danagena', 'karana', 'harak', 'wada', 'bn', 'lankawe', 'harak', 'tika', 'serama', 'ithin', 'kata', 'aran', 'balan', 'hitu', 'dan', 'mun', 'okkoma', 'ekam', 'nattiye', 'naluwo']",YES
1813,1814,"['Bro', 'othana', 'siduvenne', 'maru', 'gehilak', 'uge', 'kella', 'mu', 'gahanava', 'muge', 'kellath', 'aru', 'ghana', 'othana', 'innawa', 'oka', 'ban', 'appa', 'dana', 'set', 'ekkak']",YES
1814,1815,"['me', 'inne', '3', 'weni', 'loke', 'ratak', 'kiyana', 'ape', 'lankawe', 'gonnudha', 'amerikawe', 'gonnudha', 'ane', 'danna', 'ekek', 'kiyahallako']",YES
1815,1816,"['Puduma', 'kasillak', 'munta', 'thiyenne']",YES
1817,1818,"['ලංකාවේ', 'ඉන්න', '25', '000', '00', 'බඩු', 'ඔක්කොම', 'එකම', 'වහලක්', 'යට']",YES
1818,1819,"['Mey', 'veasiyo', 'set', 'eka', 'ghilla', 'danna', 'oni', 'අංගොඩ', 'පිස්සු', 'වට්ටුව', 'ට', 'එකේ', 'ඉන්න', 'පිස්සුසො', 'ට්කට', 'ගහන්ඩ', 'උන්', 'ගාහායි', 'හාදේ', 'දලා']",YES
1820,1821,"['munta', 'mahasona', 'gahalada', 'diwawal', 'adagana', 'konda', 'kadagana', 'than', 'aliyadagana', 'prissu', 'kalinna', 'aka', 'minihak', 'thoraganin', 'ganiya']",YES
1822,1823,"['polawa', 'palagana', 'yanna', 'hithenawa', 'yako', 'me', 'wa', 'dekala', 'thu', 'nodaking']",YES
1824,1825,"['Nodaki', 'mun', 'mokkuda', 'ma', 'thamga', 'gani', 'wana', 'akak', 'akka', 'miniya', 'thawa', 'akak', 'akka', 'jivithata', 'dakkami', 'ma', 'waga', 'wedding', 'akak']",YES
1825,1826,"['Gon', 'badu', 'serama', 'methana', 'police', 'karayo', 'ganika', 'madam', 'walata', 'painawa', 'harinm', 'me', 'gon', 'badu', 'tikai', 'allanna', 'one', 'ponna', 'police', 'karayo']",YES
1828,1829,"['කාන්තා', 'ඔබට', 'පමනයි', 'උගත්', 'නිරෝගී', 'යුවලක්', 'විසින්', 'තනිව', 'සිටින', 'හෝ', 'සැමිය', 'නොමැති', 'නිරෝගී', 'වැදගත්', 'කාන්තාවන්', 'සදහා', 'ඉතා', 'සෞඛ්', 'යාරක්ෂිතව', 'ඔබ', 'කැමති', 'විශ්වාසනීය', 'ස්තානයක', 'ඔබ', 'කැමති', 'අයුරින්', 'සම්බාහනය', 'ලබා', 'දෙනු', 'ලැබේ', 'විශ්වාසය', 'හා', 'පුද්ගලිකත්වය', 'දෙපාර්ශ්වයේම', 'රැකෙන', 'ලෙස', 'සිදු', 'විය', 'යුතුයි', 'හමුවක්', 'සදහා', '3000', 'අය', 'කෙරේ', '0711595306']",NO
1829,1830,"['api', 'dannawa', 'ban', 'meka', 'fillt', 'gei', 'aran', 'gon', 'gaanigei', 'sinduwak', 'release', 'karanna', 'hadanne', 'kiyala']",YES
1830,1831,"['yako', 'filty', 'thota', 'maha', 'awajathakayek', 'balapan', 'umba', 'anunge', 'wedding', 'ekaka', 'anwashya', 'widiyata', 'bride', 'wa', 'kiss', 'karana', 'heti', 'meka', 'lankawa', 'yako', 'apita', 'sanskruthiyak', 'thiyenawa']",YES
1831,1832,"['Dan', 'kale', 'lankave', 'kello', 'mehemada', 'Iya', 'lajjai']",YES
1832,1833,"['me', 'enni', 'lankawe', 'enna', 'superima', 'ponnayoi', 'superima', 'wesaviyo', 'thopita', 'ohoma', 'wela', 'madi', 'sadacharayak', 'nathi', 'awajathaka', 'haththa', 'ratata', 'gilapina', 'wedihata', 'wadakarapan']",YES
1835,1836,"['filty', 'kiyanne', 'mokekda', 'guu', 'punchekne', 'mekath', 'u', 'wagema', 'ui', 'ara', 'wili', 'lajja', 'nathi', 'kaalakanni', 'ganui', 'ekathuwela', 'karapu', 'marketing', 'ekak', 'amana', 'wadak', 'ithing', 'tharuuna', 'paramparawai', 'podi', 'eunwai', 'wanasanna', 'hondai', 'hiiiiiiiiiiiiii', 'thiyaganin', 'kotte', 'yata', 'laksha', 'dahaya']",YES
1836,1837,"['sri', 'lankawe', 'models', 'la', 'na', 'ahempitimma', 'inne', 'monawath', 'karaganna', 'deayak', 'nathuwa', 'jiwithe', 'gon', 'badu', 'model', 'vimai']",YES
1837,1838,"['Ara', 'kaushi', 'wesa', 'haththa', 'hithan', 'inna', 'akita', 'witharai', 'tanak', 'thiyanna', 'kiya', 'wena', 'gahnunta', 'nathi', 'widiyata', 'mun', 'wage', 'vesa', 'badu', 'aa', 'lankawe', 'anith', 'ghanun', 'eliya', 'dagana', 'inna']",YES
1839,1840,"['Yko', 'meka', 'magulkda', 'pita', 'rata', 'wthe', 'ohoma', 'na', 'ape', 'lankawe', 'minisu', 'godake', 'wenase']",YES
1840,1841,"['Rata', 'kanne', 'desapaluwoi', 'badapu', 'dawasema', 'wateyana', 'wesa', 'badui', 'nodakin']",YES
1841,1842,"['Mewa', 'dakiddi', 'hithena', 'wa', 'kiyana', 'katha', 'aththa', 'kiyala', 'lajjawak', 'nathi', 'wrsiyo', 'achcharai', 'kiyanna', 'thiyennee']",YES
1843,1844,"['ponnayo', 'raja', 'wela', 'ewith', 'inna', 'okkoma', 'wesiyone', 'thane', 'eliye', 'dagen', 'puka', 'dila', 'modeling', 'karala', 'prasidda', 'unama', 'un', 'hari', 'genu', 'kiyala', 'hithan', 'inne', 'keri', 'badu', 'owa', 'dekkama', 'negala', 'thiyena', 'paiyath', 'bahinawa']",YES
1844,1845,"['මුන්', 'ඔක්කොම', 'මොලේ', 'අමාරු', 'කාරයෝ', 'අලුත්ම', 'ෆිල්ම්', 'එකක', 'හරි', 'සින්දුවක', 'හරි', 'trailer', 'එකක්ද', 'දන්නේ', 'නෑ', 'ලංකාවම', 'පිස්සුවක්', 'දැන්']",YES
1845,1846,"['ඉරාජ්', 'උඹට', 'views', 'ගන්නම', 'ඕනේ', 'නම්', 'උබේ', 'අම්මා', 'එක්ක', 'යහන්ගතවෙලා', 'ඒකේ', 'වීඩියෝ', 'එක', 'noize', 'tv', 'එකට', 'දාපන්', 'youtube', 'channel', 'එකක්', 'promote', 'කරන්න', 'ඕන', 'නිසා', 'කුණු', 'මාකට්', 'කරන්න', 'එපා', 'මිනිහෝ', 'Podda', 'කරපු', 'සමාජේ', 'vlogs', 'RapCity', 'වගේ', 'programme', 'නම්', 'හොඳයි', 'මේ', 'වගේ', 'news', 'නම්', 'අප්පිරියයි']",YES
1847,1848,"['සචිනි', 'අක්කගේ', 'dance', 'එක', 'දැකලා', 'song', 'එක', 'හොයාගෙන', 'ආවේ']",NO
1848,1849,"['කාලෙකින්', 'ඇහුන', 'ලස්සන', 'සිංහල', 'reggaeton', 'සින්දුවක්', 'Well', 'done']",NO
1850,1851,"['Sachini', 'akkage', 'dance', 'eka', 'nis', 'thma', 'meka', 'balnna', 'awe', 'eth', 'patta', 'song', 'eka', 'suba', 'gaman', 'ayyee']",NO
1851,1852,"['Vedio', 'ekak', 'karanna', 'epa', 'meka', 'me', 'widihata', 'lassanai', 'mn', 'hoya', 'hoya', 'htye', 'meka', 'vedio', 'ekak', 'karala', 'sinduwa', 'knna', 'epa', 'plzzz']",NO
1853,1854,"['Supiri', 'oya', 'maruvata', 'sindu', 'kiyanavaa', 'supiri']",NO
1856,1857,"['මෙයාගේ', 'අර', 'tanasha', 'ඉන්න', 'සිංදුවට', 'මාර', 'ආසයි']",NO
1858,1859,"['Video', 'එකේ', 'කතාව', 'තේරුම්', 'ගැනීමට', 'නොහැකි', 'අය', 'වෙත', 'මට', 'හැගෙන', 'අයුරින්', 'කවදාවත්', 'දැකලා', 'නැති', 'පිරිමි', 'ළමයෙක්', 'සහ', 'ගැහැණු', 'ළමයෙක්', 'කාලයක්', 'තිස්සේ', 'ලියුම්', 'හුවමාරු', 'කරගන්නවා', 'ඒ', 'කාලෙදී', 'දෙන්නා', 'අතරේ', 'ආදරයක්', 'ගොඩ', 'නැගෙනවා', 'ඒත්', 'පිරිමි', 'ළමයා', 'වැඩ', 'කරන', 'තැන', 'මාරුවක්', 'ලැබුණ', 'හින්දා', 'ගැහැණු', 'ළමයා', 'එවන', 'ලියුම්', 'පිරිමි', 'ළමයට', 'හම්බවෙන්නේ', 'නෑ', 'ඒ', 'නිසා', 'ලියුම්', 'වලට', 'උත්තර', 'ලැබෙන්නෙත්', 'නෑ', 'ඒ', 'හින්දා', 'ගැහැණු', 'ළමයා', 'ලියුම්', 'එවන', 'එක', 'නතර', 'කරලා', 'හිත', 'හදාගන්නවා', 'ඒ', 'ගැහැණු', 'ළමයා', 'එවපු', 'අන්තිම', 'ලියුම', 'තමා', 'දවසක්', 'කලින්', 'වැඩ', 'කරපු', 'තැන', 'Post', 'Office', 'එකට', 'ගියාම', 'පිරිමි', 'ළමයට', 'හම්බවෙන්නේ', 'ඒක', 'කියවද්දි', 'එයාට', 'අතීත', 'ආදරේ', 'මතක්', 'වෙනවා', 'ගොඩක්', 'දුක්', 'වෙනවා']",NO
1863,1864,"['හතර', 'කේන්දරේ', 'පාළු', 'melody', 'එක', 'ලගින්', 'යනවා', 'වගේ', 'දන්නේනේ', 'මට', 'විතරද']",NO
1866,1867,"['මට', 'අනුව', 'නම්', 'සඳනාරී', 'කියල', 'කියන්නේ', 'බොහෝ', 'කාලයකට', 'පස්සේ', 'අහම්බෙන්', 'වගේ', 'ඇහිල', 'වරක්', 'දෙවරක්', 'නෙවෙයි', 'හැමවෙලාවෙම', 'හිතේ', 'රීපීට්', 'වෙච්ච', 'සින්දුවක්', 'සින්දුවේ', 'music', 'සින්දුවේ', 'වචන', 'සින්දුවේ', 'ෆීලින්ග්', 'එක', 'perfect', 'නමුත්', 'රූප', 'රචනාව', 'තුළ', 'මම', 'සින්දුවකට', 'එහා', 'ගිහිපු', 'පරිණත', 'බවක්', 'දකිනවා', 'you', 'tube', 'එක', 'ඇතුළෙ', 'මම', 'දැකපු', 'පුදුමාකරම', 'මාව', 'කරකවල', 'අතඇරපු', 'වීඩියෝවක්', 'පුදුමාකාරයි', 'භාවාතිශයයි', 'අද්විතීයයි', 'පරිපූර්ණයි']",NO
1867,1868,"['සින්දුව', 'තුළතිබුන', 'හැඟීම', 'සම්පූර්ණයෙන්', 'ම', 'වෙනස්', 'වෙච්ච', 'බවනම්', 'කියන්න', 'ම', 'ඕන', 'සජානා', 'අක්කේ', 'රඟපෑම', 'ගැනනම්', 'කියන්න', 'වචන', 'නෑ', 'කුමුදිත', 'අයියටත්', 'එසේමයි', 'හර්ශ', 'අයියේ', 'මේ', 'කියන්නේ', 'ඔයාට', 'singing', 'නම්', 'Perfect', 'වෙනස්', 'වැඩක්', 'අගයකරනවා', 'හදවතින්ම', 'ඉස්සරහටත්', 'අලුත්', 'දේවල්', 'කරන්න', 'හිතට', 'දැනුනා', 'මාරම', 'විදියට', 'ස්තූතියි', 'මම', 'සෙන්නාත්', 'හිරුන']",NO
1868,1869,"['වචනයේ', 'පරිසමාප්තාර්ථයෙන්', 'ම', 'සුපිරි', 'වැඩක්', 'ගොඩක්', 'කල්', 'ආසාවෙන්', 'බලන්', 'හිටිය', 'සින්දුවක්', 'trailer', 'එක', 'දැක්ක', 'දවසේ', 'ම', 'හිතුනා', 'සුපිරි', 'වැඩක්', 'කියලා']",NO
1870,1871,"['හරිම', 'ලස්සන', 'සිංදුවක්', 'හිතට', 'මාරම', 'විදියට', 'feel', 'වෙන', 'සිංදුවක්', 'මම', 'අහපු', 'ලස්සන', 'සිංදුවක්', 'මම', 'wish', 'කරනවා', 'harsha', 'withanageta', 'නියමම', 'නියමයි']",NO
1871,1872,"['gdk', 'lassanayi', 'deweni', 'kotasak', 'karanna', 'denna', 'ekathu', 'wena', 'ekak', 'me', 'dennam', 'dala', 'e', 'song', 'eka', 'karana']",NO
1872,1873,"['aththatama', 'supiri', 'video', 'ekak', 'song', '1th', 'patta', 'supiri', 'wenasak', 'ජයවේවා']",NO
1873,1874,"['Ammo', 'ekadigata', '25', 'parak', 'song', 'eka', 'ahuwa', 'marama', 'lassanai', 'ayiya', 'wish', 'you', 'all', 'the', 'best', 'Wow', 'suberb']",NO
1874,1875,"['lassanai', 'eth', 'ai', 'eyala', 'anthimedi', 'hambenne', 'naththe', 'ekata', 'dukaaaaaaaaaaaaai']",NO
1875,1876,"['social', 'media', 'internet', 'තිබුනේ', 'නැති', 'කාලේ', 'මිනිස්සු', 'කොච්චර', 'අමාරුවෙන්ද', 'ජීවත්', 'වුනේ', 'කියල', 'මේ', 'video', 'එක', 'බැලුවම', 'තේරුණා', 'P']",NO
1876,1877,"['Sinduwa', 'maru', 'athtama', 'hithta', 'wadinwa', 'dn', 'tiyenna', 'adana', 'sindu', 'wage', 'neme', 'kiyka', 'wedak', 'ne', 'api', 'machan', 'team', 'ekath', 'oyth', 'suba', 'pathanawa', 'ela']",NO
1878,1879,"['සින්දුව', 'මං', 'ගොඩාක්', 'කල්', 'ඉඳන්', 'ඇහුවට', 'වීඩියෝ', '1', 'දැක්කෙ', 'අද', 'පුදුම', 'ලස්සනයි', 'සජානා', 'අක්කි', 'තමයි', 'ලංකාවෙන්', 'මං', 'ආ', 'සම', 'actress', 'ඒක', 'නිසා', 'මට', 'තවත්', 'මේ', 'සින්දුව', 'ලස්සනයි', 'අනේ', 'හර්ශ', 'අයියෙ', 'මෙහෙම', 'නවත්තන්න', 'එපා', 'සඳනාරි', '2', 'ත්', 'හදන්න', 'ඒ', 'දෙන්න', 'ආයිත්', 'meet', 'වෙන', '1', 'plz']",NO
1879,1880,"['සඳ', 'නාරී', 'මිලියන', '1', '5', 'සුබ', 'පැතුම්', 'හර්ෂ', 'ඔය', 'සවන්', 'වශී', 'කරන', 'කටහඬ', 'අපේ', 'හුස්මේ', 'සැමදා', 'රඳවන්න', 'තව', 'තවත්', 'ගීත', 'නිර්මාණය', 'කරන්න', 'ඔබට', 'ශක්තිය']",NO
1880,1881,"['Fatta', 'sinduwe', 'theruma', 'nm', 'kiyala', 'wadak', 'na', 'me', 'wage', 'kathawak', 'dala', 'sinduwa', 'haduwat', 'godak', 'thx', 'meka', 'nm', 'matama', 'gahala', 'wage']",NO
1881,1882,"['hama', 'welema', 'bala', 'adana', 'thanata', 'watenawa', 'bun', 'sajana', 'we', 'love', 'you', 'you', 'are', 'tha', 'best', 'ai', 'yako', 'ape', 'sajanata', 'uba', 'gahuwe', 'ahuwena', 'epa', 'uba']",NO
1882,1883,"['පට්ට', 'සින්දුව', 'මමත්', 'මගෙ', 'gf', 'ට', 'ගොඩක්', 'අදරෙයි']",NO
1883,1884,"['Ada', 'kale', 'hadena', 'godak', 'pissu', 'aklpa', 'darana', 'e', 'pissu', 'sankalpa', 'darshnika', 'lesa', 'sadarnaya', 'karanna', 'u', 'sindu', 'athra', 'me', 'wage', 'sinduwk', 'ape', 'pinkata', 'aiya', 'dunna', 'kiyla', 'kiynn', 'puluwn', 'attma', 'pattai', 'aiye', 'supiriytma', 'wade', 'karala', 'tinawa', 'හදවතට', 'දැනෙන්නට', 'niymatema', 'hoda', 'kolitiyak', 'tinwa']",NO
1884,1885,"['Lassana', 'voice', 'ekak', 'thiyena', 'eh', 'wagema', 'lassana', 'roopa', 'rachanawak', 'thiyena', 'meh', 'wage', 'dewal', 'thamai', 'api', 'hamoma', 'age', 'karanne', 'one', 'harsha', 'withanage', 'kiyanne', 'danata', 'lankawen', 'bihiunu', 'ragadhari', 'shayiliyen', 'rock', 'shayiliyen', 'goda', 'nagunu', 'best', 'artist', 'kenek']",NO
1885,1886,"['hodama', 'nirmanayak', 'music', 'singing', 'patta', 'thanks', 'widinna', 'puluwan', 'song', '1k', 'apata', 'dunnata']",NO
1886,1887,"['Den', 'thiyena', 'songs', 'ekka', 'baladdi', 'methakadi', 'asawen', 'balapu', 'ekama', 'song', 'eka']",NO
1887,1888,"['Patta', 'aah', 'eth', 'kellata', 'gahapu', 'kammul', 'paaranam', 'darunuwatama', 'thibba']",NO
1888,1889,"['sadarai', 'sarasaviyedi', 'api', 'hamuna', 'mata', 'adawage', 'mathaki', 'oya', 'dakal', 'nathi', 'unata', 'api', 'hith', 'athulen', 'daranna', 'bari', 'adare', 'kala', 'mathakada', 'sadanari', 'husme', 'hamada', 'raduna', 'sarasvi', 'wase', 'api', 'thmuna', 'hina', 'mauna', 'hagun', 'katha', 'kara', 'oya', 'das', 'walin', 'adare', 'kiwaaaaa', 'sadanari', 'hamada', 'adare', 'raduna']",NO
1889,1890,"['ahpu', 'lassana', 'sinduwak', 'hoda', 'nirmanyak', 'harsha', 'aiye', 'digatma', 'oywage', 'wenas', 'nirmana', 'karna', 'jaya', 'wewa']",NO
1890,1891,"['ubata', 'ekak', 'kiyannam', 'parissamin', 'hitapan', 'kasun', 'kalhara', 'dawasaka', 'beelama', 'marunama', 'e', 'thanata', 'enna', 'ona', 'ekama', 'eka', 'uba', 'adarei', 'palenna']",NO
1891,1892,"['Supirima', 'song', 'ekak', 'Kaalekata', 'passe', 'apu', 'supirima', 'sinhala', 'song', 'eka', 'keep', 'it', 'up', 'Digatama', 'me', 'wage', 'lassana', 'nirmana', 'balaporoththu', 'wenawa', 'good', 'luck']",NO
